,Rating,Lang,Type,Country,Date,Helpful,translated
806,3,fr,Verified,France,2/12/2020,,"An otter changes, on the other hand, it depends on the people I think.Advantage: you can separate the case from the plush to wash it.On the other hand, the motor noise is not top and the noisy scratch makes you learn to press through, blindly, to change the melodies and volume."
821,1,fr,Verified,France,4/2/2021,,"I ordered this article for my baby, it was born on January 9 and it doesn't work anymore, the otter's breathing mechanism blocks and stops music and light... we have to open the rear scratch and press the music behind so that it can work (without breathing)... what a pity! Yet the idea is nice, the otter is cute and the sounds are pleasant..."
822,3,fr,Verified,France,27/12/2019,,"I am shared because I love this toy but big flat the engine noise that allows the belly to move... But fortunately we can disable it but it removes the attraction that ns had bought this toy precisely before this function... Otherwise adjustable volume and several functions I like music, heart noise bof..."
835,5,fr,Verified,Canada,15/08/2020,,"My baby loves him, he doesn't sleep without it!"
839,5,fr,Verified,France,3/8/2020,1,"It's a perfect, soft, musical watchman who really appeases my baby, I recommend!!!"
840,1,fr,Verified,France,1/2/2020,3,"Hello, I don't understand the waste my son has a problem she shuts down alone after a few seconds"
842,3,fr,Verified,France,28/11/2019,,She's too cute. The music and sounds are very nice. It's just a pity that the mechanism that mimics the breath is so noisy. It's kind of messing up.
850,5,fr,Verified,France,3/9/2020,1,"Very good product, exactly as in the description"
852,4,fr,Verified,Canada,7/11/2020,,Very good concept but unfortunately my baby is more stimulating by otter than promoting sleep!!
859,2,fr,Verified,France,27/10/2020,,"Buy to offer to a baby, we found that the belly mechanism does not work. The baby we offered him to pretend to appreciate him for his softness and little music, we cannot take back to him.We will have to order another one hoping that it will work, this plush will come back very expensive!!!"
862,5,fr,Verified,France,28/04/2020,1,My son had it for Christmas he was about 4 months old that plush helps to sleep still today very cute
864,5,fr,Verified,Canada,26/07/2020,,"The otter has several pleasant features, in addition to being soft and pretty"
877,5,fr,Verified,France,21/12/2019,1,"Very pleasant texture, the sounds are pleasant and the volume adjustable, the light is soft.The sound of the breath is childish but adapted to the little ones. The movements associated with the breath are slow and relaxing.The mechanism is of quality and can be removed to leave only the plush that will make a perfect doudo!I am really delighted with this article!"
879,5,fr,Verified,France,19/12/2020,,This product is great I recommend it to all parents. When babies are scared in the evening and can't sleep her soothes. My daughter had 1 and a half months and at night to sleep she was crying a lot. Since I bought her she's crying more and she sleeps I put her only on the breath and light mode and I put her next to her so she looks at her and she sleeps like her most need of the rock for hours in the evening. Really great product
888,5,fr,Verified,France,14/03/2020,1,"For my grandson he adopted this little beaver, he falls asleep in less than 10 minutes."
893,5,fr,Verified,France,16/01/2020,,"gift for my babyuper, very beautiful otter, soft adjustable volume, we activate one by one everything we want, music, white noise, heartbeat, noises inutero, light, snoring my daughter likes a lot"
895,5,fr,Verified,France,16/10/2020,,"I bought it by telling me that it might be a plush plush, but she has a very zen side that relaxes and baby and parents! He only sleeps with her. My baby is 6 months old."
897,5,fr,Verified,France,5/12/2020,,Buy for 1 month old baby. I do not regret my purchase little otter too cute that calms well baby with white noises. I recommend without problem
905,5,fr,Verified,France,27/12/2019,1,"Superb quality, parcel received very quickly and very well packed and moreover it is really crisp, baby will love."
907,5,fr,Verified,France,25/09/2020,,"Top, my 6-month-old girl loves this plush who's also a night-sighted, heartbeat sound helps her sleep since she was born."
908,5,fr,Verified,France,13/03/2020,1,"beautiful plush, Christmas gift, very soft, ideal for a child or a baby,"
909,5,fr,Verified,France,26/12/2019,1,"A fabulous sleeping companion for little ones, the toy of the year at the lowest price of the net!!"
916,5,fr,Verified,France,6/11/2020,1,"Exactly like the description, super sweet my 3-week-old son goes to sleep better with not far from him."
918,5,fr,Verified,France,28/12/2020,,"I bought it to give my six-month niece at Christmas and it was very appreciated, both by the parents and by the little one. She sleeps with it and makes her smiles!"
